Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewFileSystemTest,closeFileSystemReturnNewFileSystem,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewFileSystemTest,createTwoFileSystemThrowError,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewInputStreamTest,newInputStreamFileNotExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewInputStreamTest,inputStreamDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,outputStreamWithCreateNewAndFileExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,outputStreamWithCreateAndFileExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesFileEmpty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesDirectoryNotExistsAtAmazon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesRegenerateCacheWhenNotExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesPosixRegenerateCacheWhenNotExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesFileNotExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesFileNotExistsButExistsAnotherThatContainsTheKey,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesNotAcceptedSubclass,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionOwnerWriteAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionOwnerExecuteAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionGroupWriteAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionGroupExecuteAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionOtherWriteAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionOwnerAndGroupAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesAll,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesAllBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesOnlyOne,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesPartial,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesPartialBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesNullAttrs,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesDosNotSupported,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesUnknownNotSupported,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,SetAttributeTest,readAttributesObject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,MinioIntegrationTestAnnotationTest,testClassLevelAnnotation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,MinioIntegrationTestAnnotationTest,testMethodLevelAnnotation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,S3IntegrationTestAnnotationTest,testClassLevelAnnotation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,S3IntegrationTestAnnotationTest,testMethodLevelAnnotation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithDifferentProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,notEqualsDifferentProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetFileNameTest,getFileNameInDir,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,getNameBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,getNames,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,getNameOutOfIndex,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,IteratorTest,iterator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveSiblingTest,resolveSibling,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveSiblingTest,resolveSiblingString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveTest,resolve,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createNoPath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createWithTrailingSlash,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createWithPath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createWithPathAndTrailingSlash,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createWithPathAndTrailingSlashDir,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createRelative,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,getParent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,normalize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,nameCount,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,relativize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,registerWatcherShouldThrowException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,registerWatcherWithEventsAndModifierShouldThrowUnsupportedOperationException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,toFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,compare,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,toAbsolutePathRelativePathThrowException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,hashCodeHashMap,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,preconditions,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,constructors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,register,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,registerWatchService,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithBucket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithFalse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithStringFalse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,SubpathTest,subPath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,SubpathTest,subPathOutOfRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUri,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriWithEndpoint,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,EnvironmentIT,couldCreateFileSystem,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,FileStoreTest,getFileStore,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,useZipProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,useAlternativeZipProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,newS3Provider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,getZipProvider,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,getZipPath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,getMemoryPath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,firstAndMore,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,startsWithFalse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest2,getFileName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest2,fileWithSameNameAsDir,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest2,dirWithSameNameAsFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest2,createDirWithoutEndSlash,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest2,getRoot,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,ProviderSpecTest,seekableRead,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,SpecTest,readAttributes,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,URISpikeTest,test,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,URISpikeTest,uriWithSpaces,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
